Location,cases,deaths,CFR,report_date,NDVI,NDVI_date,NDWI,NDWI_date,NDBI,NDBI_date,date_version,house,apartments,residential,toilets,waste_disposal,waste_transfer_station,school,university,college,kindergarten,childcare,prep_school,nursing_home,hospital,clinic,health_post,pharmacy,doctors,community_centre,social_centre,social_facility,basin,canal,pond,reservoir,wastewater,lagoon,lake,oxbow,river,stream,loc,TS,T2M,QV2M,RH2M,T2MDEW,T2MWET,GWETTOP,T2M_MAX,T2M_MIN,GWETPROF,GWETROOT,CLOUD_AMT,T2M_RANGE,PRECTOTCORR,ALLSKY_SFC_LW_DWN,Area (km^2),children population,children density,elderly population,elderly density,total population,total density,youth population,youth density,Average RWI,Min RWI,Max RWI
NEGROS ORIENTAL,6508,19.0,0.002919483712354,2019-12-29,4271.8369995051735,2019-12-26,-3863.2203062265808,2019-12-26,-1342.7896919152895,2019-12-26,2019-12-29,7632.0,39.0,58.0,25.0,0.0,0.0,920.0,18.0,21.0,10.0,11.0,2.0,0.0,16.0,18.0,1.0,47.0,7.0,9.0,2.0,15.0,0.0,1.0,96.0,2.0,2.0,1.0,13.0,0.0,69.0,0.0,NEGROS ORIENTAL,26.24510869565217,25.62728260869565,18.299347826086954,86.5675,23.18489130434783,24.406195652173917,0.907282608695652,27.835,23.898369565217397,0.9096739130434782,0.9458695652173912,77.32141304347826,3.936521739130435,6.194673913043478,413.1694565217392,4994.458112272508,254918.50170499965,51.04027223265874,190764.1836,38.19517139031549,2340351.036557001,468.5895814815689,459820.5246370007,92.06614897962967,-0.350417910447761,-1.089,1.333
NORTHERN SAMAR,2200,6.0,0.0027272727272727,2019-12-29,3848.4227919122463,2019-12-28,-3399.961806258185,2019-12-28,-1631.4553077726634,2019-12-28,2019-12-29,2115.0,16.0,568.0,4.0,0.0,0.0,596.0,2.0,20.0,2.0,5.0,0.0,0.0,9.0,17.0,0.0,30.0,8.0,35.0,0.0,3.0,0.0,0.0,63.0,5.0,0.0,0.0,3.0,2.0,70.0,0.0,NORTHERN SAMAR,27.574565217391307,27.185326086956525,19.013369565217392,84.3263043478261,24.249456521739127,25.71760869565217,0.8996739130434782,29.22489130434783,25.75869565217392,0.9025,0.9221739130434784,70.68369565217391,3.466086956521739,8.800326086956522,420.1569565217392,3394.870067953511,118138.80656500004,34.79921298908982,68440.08806900006,20.15985492789625,939994.6421650008,276.88678015640426,180765.6091860002,53.24669444417617,-0.4002719780219776,-1.342,1.172
OCCIDENTAL MINDORO,1528,2.0,0.0013089005235602,2019-12-29,3802.304160022554,2019-12-29,-3598.3269072581093,2019-12-29,-1465.1822301714917,2019-12-29,2019-12-29,164.0,0.0,98.0,6.0,0.0,0.0,349.0,0.0,8.0,3.0,4.0,0.0,0.0,9.0,18.0,0.0,17.0,3.0,19.0,0.0,6.0,0.0,0.0,585.0,0.0,0.0,0.0,2.0,0.0,77.0,0.0,OCCIDENTAL MINDORO,27.50413043478261,27.11434782608696,18.490760869565214,81.49771739130435,23.609239130434784,25.361847826086954,0.9407608695652172,29.03478260869565,25.71271739130435,0.8868478260869566,0.919891304347826,70.29380434782608,3.3218478260869566,6.515760869565218,416.6272826086956,5918.517012734214,231426.18113499996,39.10205557187146,143220.07590100018,24.198642260020453,2037598.748525011,344.27522031970784,391714.4054370018,66.18455342684554,-0.354231651376147,-1.218,1.267
ORIENTAL MINDORO,3042,12.0,0.0039447731755424,2019-12-29,1847.714327972528,2019-12-29,-1592.4538283158115,2019-12-29,-769.0222822629282,2019-12-29,2019-12-29,4486.0,6.0,2.0,2.0,0.0,0.0,579.0,3.0,20.0,2.0,5.0,2.0,0.0,14.0,8.0,3.0,34.0,8.0,6.0,0.0,4.0,4.0,0.0,12.0,5.0,0.0,0.0,13.0,0.0,41.0,0.0,ORIENTAL MINDORO,25.422065217391303,25.084021739130435,17.994673913043478,88.15989130434782,22.85978260869565,23.972065217391304,0.8906521739130434,28.06717391304348,23.085869565217397,0.8776086956521738,0.918913043478261,71.11934782608695,4.981521739130435,7.452391304347826,417.5702173913043,4240.68659325571,166023.17782799975,39.1500702013771,84450.3227799999,19.91430418704078,1352903.529474998,319.02935992172223,262067.79784699937,61.79843572118391,-0.3337655954631379,-1.182,1.644
PALAWAN,3081,8.0,0.0025965595585848,2019-12-29,360.8169596138527,2019-12-29,-337.2943774492386,2019-12-29,-173.75673594782808,2019-12-29,2019-12-29,9976.0,6.0,748.0,37.0,0.0,0.0,873.0,16.0,19.0,17.0,11.0,0.0,0.0,19.0,29.0,4.0,43.0,12.0,32.0,3.0,2.0,1.0,0.0,34.0,4.0,0.0,10.0,20.0,0.0,63.0,0.0,PALAWAN,28.879782608695653,28.37934782608696,19.499891304347827,80.86217391304348,24.78641304347826,26.582065217391307,0.9403260869565218,28.72032608695652,28.06086956521739,0.9120652173913044,0.9446739130434784,70.4425,0.66,7.3118478260869555,421.51065217391306,14607.876379566873,228093.38240899716,15.614410779656405,96976.74610900076,6.638661472015834,1766392.1619489903,120.92053054472552,349967.32903599634,23.95744048912693,-0.3794315321983715,-1.318,1.608
PAMPANGA,5764,5.0,0.0008674531575294,2019-12-29,525.0631656076202,2019-12-29,-447.0517528007397,2019-12-29,-1256.3394514457814,2019-12-29,2019-12-29,43688.0,150.0,3243.0,76.0,0.0,0.0,976.0,21.0,57.0,22.0,334.0,0.0,2.0,79.0,501.0,27.0,443.0,51.0,57.0,0.0,491.0,22.0,2.0,3464.0,15.0,25.0,0.0,104.0,1.0,143.0,2.0,PAMPANGA,25.831304347826087,25.70445652173913,18.09902173913044,87.08695652173913,23.27858695652174,24.491739130434784,0.8271739130434782,29.434565217391302,22.82260869565217,0.7811956521739131,0.8171739130434783,65.61934782608695,6.6125,4.004891304347826,403.5956521739131,2251.8186733118782,498095.54262300016,221.1970033494849,333990.8883740003,148.32050747797595,4816336.711786995,2138.86525094995,923103.024763,409.9366595114605,0.4422570621468926,-0.705,1.615
PANGASINAN,9598,14.0,0.0014586372160866,2019-12-29,2961.830616980507,2019-12-29,-2741.7282794706784,2019-12-29,-783.1327780754225,2019-12-29,2019-12-29,9360.0,13.0,370.0,42.0,0.0,0.0,1579.0,21.0,30.0,3.0,50.0,1.0,0.0,56.0,70.0,32.0,279.0,34.0,60.0,0.0,10.0,3.0,1.0,1143.0,12.0,0.0,17.0,23.0,1.0,123.0,1.0,PANGASINAN,25.645000000000003,25.73619565217391,17.456739130434784,83.1404347826087,22.477065217391303,24.10663043478261,0.8664130434782608,29.91239130434783,22.449782608695653,0.8728260869565218,0.8690217391304348,65.61934782608695,7.462934782608696,3.735652173913044,403.5956521739131,5199.6687236196085,533329.5451049997,102.5699084794265,404096.3553180001,77.71578860060518,4977499.855462998,957.27249562123,958760.2135599992,184.3887109970699,0.1005636132315521,-1.092,1.275
QUEZON,9904,24.0,0.0024232633279483,2019-12-29,204.56339768762567,2019-12-29,-173.13182351196838,2019-12-29,-1510.6417491784637,2019-12-29,2019-12-29,4845.0,11.0,1851.0,39.0,1.0,0.0,1134.0,13.0,29.0,9.0,4.0,0.0,1.0,37.0,33.0,4.0,89.0,13.0,26.0,2.0,6.0,3.0,7.0,405.0,10.0,0.0,1.0,34.0,0.0,106.0,0.0,QUEZON,27.629891304347822,27.07619565217391,19.11913043478261,85.38097826086957,24.3675,25.72076086956522,0.9109782608695652,28.68586956521739,25.95619565217391,0.8976086956521739,0.9225,68.53619565217392,2.7295652173913045,8.33,419.66804347826087,8357.097800798656,2760572.3486380125,330.32667732740845,1871644.8415260112,223.95870984627527,24135388.20963006,2888.0107406812367,4647430.732130022,556.1058208132833,-0.2907795801526717,-1.515,1.761
QUIRINO,1836,4.0,0.0021786492374727,2019-12-29,713.1676361756621,2019-12-29,-696.25120640612,2019-12-29,-1176.1770027091438,2019-12-29,2019-12-29,2039.0,0.0,3814.0,0.0,0.0,0.0,191.0,1.0,0.0,0.0,14.0,0.0,0.0,1.0,6.0,2.0,1.0,1.0,7.0,1.0,1.0,0.0,0.0,82.0,0.0,0.0,0.0,0.0,0.0,29.0,1.0,QUIRINO,24.558804347826086,24.37173913043478,17.228369565217392,88.45967391304347,22.188695652173912,23.27945652173913,0.9335869565217392,28.28793478260869,21.80434782608696,0.917608695652174,0.9552173913043478,75.17,6.483260869565218,8.72086956521739,395.0303260869565,3097.8233584953605,51209.76400899993,16.530885748719047,31139.149443,10.051944813962717,460594.7169839992,148.6833378413526,90588.21653199998,29.242537759157276,-0.3669140624999997,-1.025,0.862
RIZAL,9847,59.0,0.0059916725906367,2019-12-29,1393.2941294619156,2019-12-29,-1318.274800839309,2019-12-29,-1027.634168672413,2019-12-29,2019-12-29,34583.0,432.0,1154.0,47.0,2.0,1.0,572.0,11.0,51.0,15.0,15.0,2.0,1.0,50.0,60.0,13.0,133.0,16.0,185.0,4.0,13.0,1.0,0.0,22.0,5.0,14.0,0.0,5.0,0.0,48.0,3.0,RIZAL,25.905434782608697,25.55130434782609,18.11271739130435,87.48195652173914,23.17663043478261,24.36391304347826,0.9063043478260868,28.94043478260869,23.34097826086957,0.8817391304347827,0.9158695652173914,75.70913043478261,5.600434782608696,7.480978260869565,413.2497826086957,1268.0014158340168,516943.5030479999,407.68369545390834,250630.8773320003,197.65819990599147,4753840.943709001,3749.081731570626,915113.4160090006,721.697471770639,0.2974055555555553,-0.825,1.699
ROMBLON,858,2.0,0.0023310023310023,2019-12-29,39.96395376475019,2019-12-26,-0.2258227026024244,2019-12-26,-280.55848822785043,2019-12-26,2019-12-29,418.0,0.0,1.0,4.0,0.0,0.0,259.0,5.0,3.0,0.0,2.0,0.0,0.0,8.0,6.0,2.0,9.0,3.0,7.0,0.0,2.0,1.0,0.0,7.0,0.0,0.0,0.0,6.0,0.0,10.0,0.0,ROMBLON,28.565,27.901739130434784,19.13402173913044,81.18271739130435,24.36934782608696,26.13576086956521,0.9078260869565216,28.594239130434783,27.20358695652174,0.8953260869565218,0.9322826086956522,74.96695652173914,1.390108695652174,9.457282608695651,422.1536956521739,1325.3881115846873,33307.551326,25.13041352557188,27080.449857,20.432090510168774,300278.2319230004,226.55871838474212,56363.97547299996,42.52639282059722,-0.2497707006369425,-1.308,0.861
SAMAR,7846,9.0,0.0011470813153199,2019-12-29,3008.7482924466376,2019-12-28,-2642.223023654857,2019-12-28,-1265.307543105883,2019-12-28,2019-12-29,4985.0,3.0,7057.0,18.0,0.0,1.0,960.0,5.0,4.0,2.0,7.0,0.0,0.0,17.0,15.0,3.0,27.0,5.0,64.0,0.0,9.0,4.0,1.0,76.0,23.0,1.0,0.0,8.0,2.0,75.0,1.0,SAMAR,26.570543478260863,26.21717391304348,18.562826086956523,86.75228260869565,23.69858695652174,24.957608695652173,0.8711956521739131,29.36543478260869,24.05293478260869,0.8724999999999999,0.8869565217391304,70.65304347826087,5.312282608695653,8.39391304347826,418.4122826086957,5443.57446743882,259753.10925999985,47.71737960300425,165411.33963900007,30.3865301427254,2163160.352906001,397.3786646706349,416654.42029200034,76.54059346193432,-0.4052610364683302,-1.393,1.172
SARANGANI,2155,11.0,0.0051044083526682,2019-12-29,2848.633864289651,2019-12-28,-2553.0157694142504,2019-12-28,-1194.6890505637816,2019-12-28,2019-12-29,271.0,0.0,66.0,1.0,1.0,0.0,263.0,1.0,0.0,1.0,3.0,0.0,0.0,6.0,6.0,2.0,22.0,0.0,7.0,0.0,2.0,0.0,0.0,22.0,1.0,0.0,1.0,10.0,0.0,11.0,0.0,SARANGANI,25.957282608695653,25.361739130434785,17.567065217391306,84.0591304347826,22.343695652173917,23.852717391304346,0.7517391304347826,28.45173913043478,23.05663043478261,0.7332608695652173,0.7364130434782609,67.67293478260869,5.395108695652175,4.379239130434782,420.0719565217392,3246.2677155862866,272400.0979559998,83.91177863985979,107421.87731500003,33.09088674333173,2156467.5402499964,664.2913429154845,443122.3785019995,136.50210559481542,-0.4309535398230086,-1.13,1.15
SORSOGON,2153,11.0,0.0051091500232234,2019-12-29,2065.903946599735,2019-12-31,-1919.1693711492808,2019-12-31,-1126.6133558156375,2019-12-31,2019-12-29,3526.0,2.0,147.0,0.0,0.0,0.0,611.0,4.0,8.0,1.0,45.0,0.0,0.0,20.0,5.0,18.0,17.0,0.0,9.0,0.0,3.0,22.0,0.0,327.0,10.0,0.0,1.0,52.0,3.0,54.0,1.0,SORSOGON,27.06695652173913,26.729347826086958,18.77641304347826,85.45086956521739,23.98586956521739,25.35793478260869,0.9236956521739133,29.436956521739127,24.89630434782609,0.9271739130434782,0.9484782608695652,74.71978260869565,4.539347826086956,9.28032608695652,423.0939130434783,1990.5346033792785,125420.381529,63.008390467604585,82865.28437000007,41.629662819888615,1062293.6643770002,533.6725433326163,200253.2747600002,100.60275989175746,-0.2530854430379748,-1.113,1.179
SOUTH COTABATO,6582,30.0,0.0045578851412944,2019-12-29,4171.536908304886,2019-12-28,-3884.678168813689,2019-12-28,-1470.690668527728,2019-12-28,2019-12-29,8106.0,38.0,873.0,23.0,0.0,0.0,596.0,13.0,27.0,2.0,10.0,0.0,0.0,36.0,34.0,12.0,39.0,7.0,17.0,0.0,5.0,11.0,0.0,151.0,20.0,1.0,0.0,40.0,0.0,24.0,1.0,SOUTH COTABATO,25.6625,25.511304347826087,17.379565217391306,83.1491304347826,22.248586956521734,23.879565217391303,0.6803260869565217,29.61826086956522,22.20413043478261,0.6622826086956521,0.6515217391304348,74.28510869565218,7.414999999999999,4.602282608695653,401.6651086956522,4349.516403464904,280242.0470880004,64.43062195713401,123465.84484900023,28.386108568448,2342867.9006340005,538.6502045992123,483151.7054840004,111.08170671551277,-0.2116540983606556,-1.178,1.548
SOUTHERN LEYTE,1149,7.0,0.0060922541340295,2019-12-29,2676.597938593061,2019-12-28,-2484.3921538155423,2019-12-28,-2041.712400642228,2019-12-28,2019-12-29,11723.0,15.0,67.0,6.0,0.0,0.0,452.0,5.0,9.0,2.0,7.0,1.0,0.0,19.0,11.0,4.0,28.0,5.0,33.0,0.0,3.0,0.0,0.0,28.0,6.0,0.0,9.0,15.0,0.0,69.0,0.0,SOUTHERN LEYTE,27.825,27.066195652173917,18.93195652173913,83.94728260869564,24.059565217391302,25.5625,0.8839130434782608,28.966195652173912,25.699782608695653,0.8895652173913043,0.9110869565217392,75.07836956521739,3.267065217391304,7.8611956521739135,419.9419565217392,1684.6009402087182,61479.006523,36.49470035044792,61517.78445599998,36.51771941215827,590622.9613410006,350.6011110665911,107269.86667300008,63.676722547542674,-0.2221226415094339,-1.134,1.514
SULTAN KUDARAT,2857,12.0,0.0042002100105005,2019-12-29,2967.9576732344526,2019-12-28,-2640.3521595243733,2019-12-28,-1225.5240465396623,2019-12-28,2019-12-29,249.0,0.0,1.0,1.0,0.0,0.0,408.0,6.0,3.0,3.0,4.0,0.0,0.0,13.0,5.0,30.0,21.0,1.0,2.0,0.0,5.0,0.0,0.0,12.0,1.0,0.0,0.0,3.0,0.0,42.0,0.0,SULTAN KUDARAT,23.361739130434785,22.99967391304348,16.47891304347826,87.73271739130435,20.71108695652174,21.85478260869565,0.7614130434782609,26.945543478260863,20.10739130434783,0.7942391304347827,0.7390217391304347,74.28510869565218,6.837282608695652,4.152065217391304,401.6651086956522,4446.537775191155,320957.742168,72.18149454587783,141858.666969,31.903173691783508,2686999.3379349983,604.2902306884114,550220.1377229999,123.74124893144446,-0.3407766143106461,-1.15,1.074
SULU,242,6.0,0.024793388429752,2019-12-29,3902.49682418701,2019-12-26,-3447.392967554027,2019-12-26,-1437.2114092718527,2019-12-26,2019-12-29,186.0,0.0,1.0,0.0,0.0,0.0,101.0,0.0,5.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,14.0,0.0,1.0,0.0,SULU,29.441195652173917,28.295,18.54391304347826,77.30173913043478,23.92032608695652,26.10760869565217,0.671304347826087,29.32597826086957,27.352608695652176,0.691304347826087,0.7,68.78532608695652,1.9732608695652172,2.4572826086956523,421.3093478260869,1559.4227219018285,45517.56055899998,29.188724724677627,12107.500682000058,7.764091488441369,421371.3634070002,270.20983950593427,86876.83764600013,55.71089636301282,-0.3858761467889907,-1.107,1.201
SURIGAO DEL NORTE,1356,1.0,0.0007374631268436,2019-12-29,1429.8813664163392,2019-12-28,-1395.0659658652469,2019-12-28,-1565.4380886431911,2019-12-28,2019-12-29,3281.0,3.0,208.0,11.0,14.0,0.0,429.0,4.0,5.0,5.0,6.0,0.0,0.0,11.0,15.0,8.0,20.0,3.0,42.0,0.0,6.0,1.0,0.0,544.0,3.0,0.0,1.0,15.0,0.0,36.0,0.0,SURIGAO DEL NORTE,26.609239130434784,26.00467391304348,18.395326086956523,86.2545652173913,23.340108695652173,24.671956521739133,0.8392391304347825,29.21369565217391,24.04945652173913,0.855,0.8335869565217391,77.64576086956522,5.165,7.397065217391304,415.63858695652175,2100.6696056938576,77298.32885200015,36.79699494031965,58937.46966500003,28.056515648748487,715220.094641,340.472434457279,141702.6777839999,67.45595661493616,-0.0703647540983606,-1.184,1.331
SURIGAO DEL SUR,2042,3.0,0.0014691478942213,2019-12-29,3187.557419353939,2019-12-28,-2936.2352758015318,2019-12-28,-1866.613874837618,2019-12-28,2019-12-29,2210.0,12.0,131.0,2.0,0.0,0.0,517.0,6.0,10.0,0.0,0.0,0.0,0.0,6.0,19.0,2.0,19.0,7.0,6.0,0.0,14.0,1.0,1.0,12.0,0.0,0.0,4.0,9.0,0.0,51.0,0.0,SURIGAO DEL SUR,27.29836956521739,26.82228260869565,18.60141304347826,83.5745652173913,23.69858695652174,25.26010869565217,0.8806521739130434,29.270000000000003,25.192391304347822,0.8915217391304348,0.8892391304347826,71.3367391304348,4.0773913043478265,7.81,418.441847826087,4317.203266874237,162650.29977500017,37.67492279620252,82326.66269400006,19.069443249450384,1307401.3184099994,302.83524717069685,267165.2720519997,61.88387609681256,-0.3023201856148491,-1.136,1.573
TARLAC,7276,17.0,0.0023364485981308,2019-12-29,917.5496963922926,2019-12-29,-827.8952155610734,2019-12-29,-1433.7776305975483,2019-12-29,2019-12-29,1232.0,6.0,161.0,14.0,1.0,1.0,645.0,7.0,30.0,5.0,23.0,3.0,1.0,30.0,47.0,11.0,146.0,18.0,12.0,0.0,3.0,30.0,0.0,521.0,12.0,2.0,3.0,16.0,0.0,39.0,5.0,TARLAC,25.748695652173915,25.941086956521737,17.99532608695652,85.82228260869564,23.234130434782607,24.58771739130435,0.8281521739130434,30.09728260869565,22.718152173913044,0.7833695652173914,0.8164130434782608,65.61934782608695,7.379347826086956,3.6560869565217393,403.5956521739131,3018.132178136063,296694.5287679999,98.3040209164174,206925.74550500017,68.5608625771961,2728880.574248003,904.1620489707326,515857.36997500015,170.9194095977543,0.09026213592233,-0.994,1.467
TAWI-TAWI,165,2.0,0.0121212121212121,2019-12-29,379.5476524805388,2019-12-29,880.2523547565711,2019-12-29,2283.012242725072,2019-12-29,2019-12-29,9362.0,0.0,0.0,0.0,0.0,0.0,211.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,1.0,9.0,0.0,2.0,0.0,TAWI-TAWI,29.68413043478261,28.411847826086955,18.8,77.88141304347826,24.1725,26.29141304347826,0.6672826086956521,28.964130434782607,27.84173913043478,0.6806521739130434,0.6873913043478261,68.16119565217392,1.1230434782608696,2.779782608695652,422.71826086956526,1182.8009901733126,78450.63208200032,66.3261467768176,20101.560293000104,16.994879493679388,671194.6990390017,567.4620706401788,145291.64163600048,122.83692932545762,-0.3291009174311926,-1.132,0.927
ZAMBALES,1569,6.0,0.0038240917782026,2019-12-29,586.9814365067132,2019-12-29,-557.9693861585117,2019-12-29,-1120.0166450631584,2019-12-29,2019-12-29,80446.0,34.0,1122.0,7.0,0.0,1.0,364.0,8.0,19.0,12.0,17.0,0.0,0.0,18.0,25.0,3.0,38.0,6.0,12.0,0.0,14.0,3.0,0.0,267.0,6.0,1.0,104.0,36.0,0.0,70.0,1.0,ZAMBALES,27.650543478260868,27.190652173913044,18.4425,81.48478260869565,23.686956521739127,25.43847826086957,0.8685869565217391,29.331304347826087,25.443043478260872,0.8176086956521739,0.845108695652174,65.61934782608695,3.8876086956521743,3.6691304347826086,403.5956521739131,3661.803433712183,165008.03520299977,45.06195872882274,111476.45001299988,30.443045901016514,1471522.7750389995,401.8573912219072,278394.5265679999,76.02661683174381,-0.0955643939393939,-1.292,1.369
ZAMBOANGA DEL NORTE,5353,22.0,0.0041098449467588,2019-12-29,1172.2525982138593,2019-12-26,-968.4328259124784,2019-12-26,-525.7928296639166,2019-12-26,2019-12-29,156.0,1.0,8.0,3.0,0.0,0.0,845.0,4.0,8.0,1.0,1.0,0.0,2.0,10.0,5.0,0.0,9.0,4.0,11.0,0.0,0.0,0.0,0.0,74.0,1.0,0.0,0.0,2.0,0.0,99.0,0.0,ZAMBOANGA DEL NORTE,27.132065217391304,26.712391304347825,18.757717391304347,84.84391304347827,23.90608695652174,25.30923913043478,0.8459782608695652,28.87597826086957,25.08760869565217,0.8023913043478261,0.8333695652173914,80.44673913043479,3.7875,4.811195652173913,421.79869565217393,6387.4716900322765,361382.8999269997,56.576829998470586,189845.5747889996,29.72155243916866,2992493.571538002,468.4942206801203,605679.4668320001,94.82303738068536,-0.4361217292377705,-1.323,1.437
ZAMBOANGA DEL SUR,4579,27.0,0.0058964839484603,2019-12-29,2825.405392841079,2019-12-26,-2529.200458384412,2019-12-26,-1086.413049801022,2019-12-26,2019-12-29,1592.0,7.0,767.0,18.0,0.0,0.0,1097.0,7.0,23.0,8.0,13.0,0.0,0.0,28.0,24.0,1.0,71.0,7.0,14.0,0.0,4.0,0.0,0.0,354.0,0.0,0.0,1.0,6.0,0.0,71.0,1.0,ZAMBOANGA DEL SUR,24.98891304347826,24.89358695652174,18.00989130434783,88.84858695652174,22.827391304347824,23.86086956521739,0.8884782608695652,28.279347826086955,22.44652173913044,0.8629347826086956,0.8930434782608695,74.9941304347826,5.833478260869565,4.841739130434783,420.33043478260873,5291.129282203138,408438.9194949996,77.19314681438523,198197.61553299968,37.458471521314536,3369985.273623999,636.9122910980533,686540.0560809997,129.7530299231577,-0.3324094202898551,-1.178,1.834
ZAMBOANGA SIBUGAY,6325,20.0,0.0031620553359683,2019-12-29,-789.279913429621,2019-12-26,789.279913429621,2019-12-26,-789.279913429621,2019-12-26,2019-12-29,439.0,1.0,10.0,1.0,0.0,0.0,486.0,3.0,1.0,2.0,1.0,0.0,0.0,2.0,1.0,0.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,116.0,0.0,0.0,0.0,3.0,0.0,44.0,0.0,ZAMBOANGA SIBUGAY,27.132065217391304,26.712391304347825,18.757717391304347,84.84391304347827,23.90608695652174,25.30923913043478,0.8459782608695652,28.87597826086957,25.08760869565217,0.8023913043478261,0.8333695652173914,75.6045652173913,3.7875,4.811195652173913,421.0326086956522,2712.5657287304457,105794.65862,39.001694041719965,46906.26763399994,17.29221420782063,846098.5050290001,311.9181578044183,175621.5956479999,64.74371986193144,-0.386899766899767,-1.076,1.219
